time,origin,dest,count
2020-09-27,47,34,113
2020-09-27,47,40,240
2020-09-27,47,49,93
2020-09-27,49,24,185
2020-09-27,49,32,17
2020-09-27,49,37,64
2020-09-27,49,47,122
2020-09-27,50,22,208
2020-09-27,50,25,38
2020-09-27,50,31,403
2020-09-27,50,42,82
2020-09-27,50,43,53
2020-09-27,50,44,16
2020-09-27,5,10,114
2020-09-27,5,28,269
2020-09-27,5,37,67
2020-09-27,5,40,97
2020-09-27,5,45,328
2020-09-27,5,47,24
2020-09-30,2,3,374
2020-09-30,2,13,420
2020-09-30,2,16,1008
2020-09-30,2,23,70
2020-09-30,2,30,532
2020-09-30,2,46,427
2020-09-30,3,2,261
2020-09-30,3,30,3613
2020-09-30,3,46,1009
2020-09-30,4,18,528
2020-09-30,4,30,1390
2020-09-30,1,48,2294
2020-09-30,1,9,1090
2020-09-30,1,39,16
2020-09-30,1,20,717
2020-09-30,1,31,186
2020-09-30,1,26,980
2020-09-30,33,39,376
2020-09-30,33,24,159
2020-09-30,33,27,958
2020-09-30,6,13,121
2020-09-30,6,10,1102
2020-09-30,6,14,101
2020-09-30,6,21,257
2020-09-30,6,41,39
2020-09-30,7,28,16
2020-09-30,8,7,20
2020-09-30,8,17,3250
2020-09-30,8,25,617
2020-09-30,8,43,1468
2020-09-30,8,46,35
2020-09-30,48,1,3233
2020-09-30,48,9,318
2020-09-30,48,39,1904
2020-09-30,48,20,2636
2020-09-30,9,1,1626
2020-09-30,9,48,164
2020-09-30,9,39,28
2020-09-30,9,34,258
2020-09-30,9,26,70
2020-09-30,9,40,262
2020-09-30,9,42,164
2020-09-30,9,47,17
2020-09-30,39,1,41
2020-09-30,39,33,340
2020-09-30,39,48,3939
2020-09-30,39,9,22
2020-09-30,39,24,24
2020-09-30,39,34,257
2020-09-30,12,43,919
2020-09-30,12,44,168
2020-09-30,12,46,608
2020-09-30,51,11,124
2020-09-30,13,2,606
2020-09-30,13,6,73
2020-09-30,13,16,196
2020-09-30,13,14,317
2020-09-30,13,45,427
2020-09-30,15,27,720
2020-09-30,15,36,3979
2020-09-30,16,2,626
2020-09-30,16,13,47
2020-09-30,16,19,26
2020-09-30,16,28,68
2020-09-30,16,45,199
2020-09-30,16,46,88
2020-09-30,10,6,1446
2020-09-30,10,37,36
2020-09-30,10,45,143
2020-09-30,10,46,20
2020-09-30,10,5,163
2020-09-30,11,51,129
2020-09-30,11,29,1485
2020-09-30,11,41,1671
2020-09-30,14,6,110
2020-09-30,14,13,443
2020-09-30,14,18,113
2020-09-30,14,23,747
2020-09-30,14,29,311
2020-09-30,14,41,1956
2020-09-30,20,1,649
2020-09-30,20,48,1876
2020-09-30,20,31,827
2020-09-30,17,8,3172
2020-09-30,17,25,200
2020-09-30,18,4,540
2020-09-30,18,14,45
2020-09-30,18,23,465
2020-09-30,18,29,356
2020-09-30,19,16,29
2020-09-30,19,28,5030
2020-09-30,19,42,18
2020-09-30,19,44,81
2020-09-30,21,6,102
2020-09-30,21,41,284
2020-09-30,22,25,930
2020-09-30,22,31,116
2020-09-30,22,50,245
2020-09-30,23,2,101
2020-09-30,23,13,54
2020-09-30,23,14,1458
2020-09-30,23,18,422
2020-09-30,24,32,417
2020-09-30,24,34,39
2020-09-30,24,47,56
2020-09-30,24,49,81
2020-09-30,25,8,445
2020-09-30,25,17,151
2020-09-30,25,22,923
2020-09-30,25,31,50
2020-09-30,27,33,1356
2020-09-30,27,15,911
2020-09-30,27,24,32
2020-09-30,27,32,432
2020-09-30,27,36,107
2020-09-30,28,16,69
2020-09-30,28,19,3654
2020-09-30,28,40,154
2020-09-30,28,45,4552
2020-09-30,28,5,151
2020-09-30,52,29,22
2020-09-30,30,2,697
2020-09-30,30,3,3630
2020-09-30,30,4,1806
2020-09-30,30,18,186
2020-09-30,29,11,1995
2020-09-30,29,14,307
2020-09-30,29,18,250
2020-09-30,29,41,412
2020-09-30,31,1,311
2020-09-30,31,20,751
2020-09-30,31,22,133
2020-09-30,31,26,2081
2020-09-30,31,42,40
2020-09-30,31,50,543
2020-09-30,32,24,268
2020-09-30,32,27,338
2020-09-30,32,36,313
2020-09-30,32,49,96
2020-09-30,34,9,123
2020-09-30,34,39,128
2020-09-30,34,24,131
2020-09-30,34,47,140
2020-09-30,35,28,17
2020-09-30,35,38,43
2020-09-30,36,15,6639
2020-09-30,36,27,32
2020-09-30,36,32,242
2020-09-30,26,1,2914
2020-09-30,26,9,125
2020-09-30,26,31,3436
2020-09-30,26,42,28
2020-09-30,37,10,80
2020-09-30,37,49,56
2020-09-30,37,5,232
2020-09-30,40,9,124
2020-09-30,40,28,170
2020-09-30,40,42,23
2020-09-30,40,47,323
2020-09-30,40,5,91
2020-09-30,41,6,128
2020-09-30,41,11,851
2020-09-30,41,14,1241
2020-09-30,41,21,458
2020-09-30,41,29,393
2020-09-30,42,9,99
2020-09-30,42,40,33
2020-09-30,42,50,108
2020-09-30,43,8,2120
2020-09-30,43,12,821
2020-09-30,43,17,18
2020-09-30,43,25,32
2020-09-30,43,44,102
2020-09-30,44,12,149
2020-09-30,44,19,106
2020-09-30,44,43,98
2020-09-30,44,46,51
2020-09-30,44,50,226
2020-09-30,45,13,484
2020-09-30,45,16,89
2020-09-30,45,10,305
2020-09-30,45,19,16
2020-09-30,45,28,5117
2020-09-30,45,5,190
2020-09-30,46,2,201
2020-09-30,46,3,1113
2020-09-30,46,7,35
2020-09-30,46,12,1051
2020-09-30,46,10,24
2020-09-30,46,44,43
2020-09-30,47,9,63
2020-09-30,47,24,60
2020-09-30,47,34,485
2020-09-30,47,37,29
2020-09-30,47,40,301
2020-09-30,47,49,55
2020-09-30,47,5,50
2020-09-30,49,24,166
2020-09-30,49,32,35
2020-09-30,49,37,107
2020-09-30,49,47,129
2020-09-30,50,22,277
2020-09-30,50,25,50
2020-09-30,50,28,52
2020-09-30,50,31,730
2020-09-30,50,42,155
2020-09-30,50,43,46
2020-09-30,50,44,371
2020-09-30,5,10,140
2020-09-30,5,28,190
2020-09-30,5,37,156
2020-09-30,5,40,199
2020-09-30,5,45,162
2020-09-30,5,47,20
2020-10-04,2,3,343
2020-10-04,2,13,504
2020-10-04,2,16,817
2020-10-04,2,23,83
2020-10-04,2,30,169
2020-10-04,2,46,122
2020-10-04,3,2,289
2020-10-04,3,30,2640
2020-10-04,3,46,989
2020-10-04,4,18,1681
2020-10-04,4,30,957
2020-10-04,4,29,36
2020-10-04,1,48,644
2020-10-04,1,9,999
2020-10-04,1,20,93
2020-10-04,1,31,73
2020-10-04,1,26,488
2020-10-04,33,39,263
2020-10-04,33,24,35
2020-10-04,33,27,666
2020-10-04,6,13,70
2020-10-04,6,10,1111
2020-10-04,6,14,112
2020-10-04,6,21,356
2020-10-04,6,41,100
2020-10-04,6,45,37
2020-10-04,8,17,3100
2020-10-04,8,25,487
2020-10-04,8,43,2500
2020-10-04,48,1,873
2020-10-04,48,9,350
2020-10-04,48,39,1632
2020-10-04,48,20,685
2020-10-04,9,1,653
2020-10-04,9,48,35
2020-10-04,9,39,34
2020-10-04,9,34,187
2020-10-04,9,26,27
2020-10-04,9,40,136
2020-10-04,9,42,59
2020-10-04,9,47,35
2020-10-04,39,33,299
2020-10-04,39,48,943
2020-10-04,39,9,54
2020-10-04,39,34,171
2020-10-04,12,43,949
2020-10-04,12,44,221
2020-10-04,12,46,681
2020-10-04,51,11,244
2020-10-04,13,2,545
2020-10-04,13,6,54
2020-10-04,13,16,80
2020-10-04,13,14,206
2020-10-04,13,23,81
2020-10-04,13,45,984
2020-10-04,15,27,637
2020-10-04,15,36,3597
2020-10-04,16,2,334
2020-10-04,16,13,37
2020-10-04,16,19,58
2020-10-04,16,28,45
2020-10-04,16,45,52
2020-10-04,16,46,109
2020-10-04,10,6,804
2020-10-04,10,45,263
2020-10-04,10,46,16
2020-10-04,10,5,165
2020-10-04,11,51,153
2020-10-04,11,21,41
2020-10-04,11,29,1597
2020-10-04,11,41,1112
2020-10-04,14,6,173
2020-10-04,14,13,313
2020-10-04,14,18,225
2020-10-04,14,23,926
2020-10-04,14,29,348
2020-10-04,14,41,1596
2020-10-04,20,1,175
2020-10-04,20,48,584
2020-10-04,20,31,442
2020-10-04,17,8,3365
2020-10-04,17,25,346
2020-10-04,17,50,32
2020-10-04,18,4,452
2020-10-04,18,14,39
2020-10-04,18,23,249
2020-10-04,18,29,315
2020-10-04,19,16,45
2020-10-04,19,28,1418
2020-10-04,19,44,41
2020-10-04,21,6,201
2020-10-04,21,41,356
2020-10-04,22,25,437
2020-10-04,22,31,86
2020-10-04,22,50,152
2020-10-04,23,2,158
2020-10-04,23,14,776
2020-10-04,23,18,532
2020-10-04,24,33,57
2020-10-04,24,27,16
2020-10-04,24,32,73
2020-10-04,24,34,26
2020-10-04,24,47,27
2020-10-04,24,49,50
2020-10-04,25,8,462
2020-10-04,25,17,208
2020-10-04,25,22,605
2020-10-04,25,31,93
2020-10-04,25,43,73
2020-10-04,27,33,912
2020-10-04,27,15,491
2020-10-04,27,24,28
2020-10-04,27,32,290
2020-10-04,27,36,33
2020-10-04,28,16,28
2020-10-04,28,19,1294
2020-10-04,28,40,160
2020-10-04,28,45,2228
2020-10-04,28,5,288
2020-10-04,52,18,16
2020-10-04,52,28,17
2020-10-04,30,2,372
2020-10-04,30,3,4328
2020-10-04,30,4,1016
2020-10-04,30,18,16
2020-10-04,30,23,16
2020-10-04,29,11,1884
2020-10-04,29,14,191
2020-10-04,29,18,423
2020-10-04,29,41,65
2020-10-04,31,1,155
2020-10-04,31,20,254
2020-10-04,31,22,54
2020-10-04,31,25,100
2020-10-04,31,26,901
2020-10-04,31,42,23
2020-10-04,31,50,556
2020-10-04,32,24,91
2020-10-04,32,27,166
2020-10-04,32,36,196
2020-10-04,32,49,25
2020-10-04,34,9,189
2020-10-04,34,39,116
2020-10-04,34,24,115
2020-10-04,34,47,29
2020-10-04,35,28,18
2020-10-04,35,38,52
2020-10-04,36,15,3699
2020-10-04,36,32,142
2020-10-04,26,1,1483
2020-10-04,26,9,30
2020-10-04,26,31,850
2020-10-04,37,10,99
2020-10-04,37,49,91
2020-10-04,37,5,249
2020-10-04,40,9,19
2020-10-04,40,28,63
2020-10-04,40,42,26
2020-10-04,40,47,211
2020-10-04,40,5,92
2020-10-04,41,6,74
2020-10-04,41,11,938
2020-10-04,41,14,1202
2020-10-04,41,21,970
2020-10-04,41,23,32
2020-10-04,41,29,244
2020-10-04,42,9,50
2020-10-04,42,26,24
2020-10-04,42,40,24
2020-10-04,42,47,33
2020-10-04,42,50,95
2020-10-04,43,8,1546
2020-10-04,43,12,822
2020-10-04,43,25,123
2020-10-04,43,44,236
2020-10-04,44,12,259
2020-10-04,44,19,21
2020-10-04,44,43,109
2020-10-04,44,46,36
2020-10-04,44,50,72
2020-10-04,45,13,272
2020-10-04,45,16,129
2020-10-04,45,10,391
2020-10-04,45,28,2582
2020-10-04,45,5,481
2020-10-04,46,2,292
2020-10-04,46,3,1331
2020-10-04,46,12,1300
2020-10-04,46,16,77
2020-10-04,47,9,61
2020-10-04,47,24,32
2020-10-04,47,34,31
2020-10-04,47,40,241
2020-10-04,47,42,23
2020-10-04,47,49,90
2020-10-04,47,5,50
2020-10-04,49,24,118
2020-10-04,49,37,74
2020-10-04,49,47,77
2020-10-04,50,22,195
2020-10-04,50,31,459
2020-10-04,50,42,55
2020-10-04,50,43,42
2020-10-04,50,44,125
2020-10-04,5,10,110
2020-10-04,5,28,361
2020-10-04,5,37,178
2020-10-04,5,40,108
2020-10-04,5,45,368
2020-10-04,5,47,23
2020-10-07,2,3,476
2020-10-07,2,13,550
2020-10-07,2,16,998
2020-10-07,2,23,81
2020-10-07,2,30,638
2020-10-07,2,46,468
2020-10-07,3,2,283
2020-10-07,3,30,3569
2020-10-07,3,46,1340
2020-10-07,4,18,725
2020-10-07,4,30,1416
2020-10-07,1,48,2232
2020-10-07,1,9,1351
2020-10-07,1,20,981
2020-10-07,1,31,106
2020-10-07,1,26,1076
2020-10-07,33,39,365
2020-10-07,33,24,134
2020-10-07,33,27,977
2020-10-07,6,13,120
2020-10-07,6,10,1660
2020-10-07,6,14,95
2020-10-07,6,21,395
2020-10-07,6,41,76
2020-10-07,8,7,24
2020-10-07,8,17,3855
2020-10-07,8,25,552
2020-10-07,8,43,1835
2020-10-07,48,1,4038
2020-10-07,48,9,248
2020-10-07,48,39,1631
2020-10-07,48,20,3404
2020-10-07,9,1,2500
2020-10-07,9,48,180
2020-10-07,9,39,45
2020-10-07,9,34,388
2020-10-07,9,26,109
2020-10-07,9,40,166
2020-10-07,9,42,176
2020-10-07,9,47,115
2020-10-07,39,1,21
2020-10-07,39,33,333
2020-10-07,39,48,4944
2020-10-07,39,9,43
2020-10-07,39,34,305
2020-10-07,12,43,1221
2020-10-07,12,44,131
2020-10-07,12,46,918
2020-10-07,51,11,223
2020-10-07,13,2,752
2020-10-07,13,6,58
2020-10-07,13,16,175
2020-10-07,13,14,419
2020-10-07,13,45,518
2020-10-07,15,27,841
2020-10-07,15,36,5026
2020-10-07,16,2,995
2020-10-07,16,13,103
2020-10-07,16,19,73
2020-10-07,16,28,152
2020-10-07,16,45,157
2020-10-07,16,46,201
2020-10-07,10,6,1824
2020-10-07,10,37,81
2020-10-07,10,45,245
2020-10-07,10,46,18
2020-10-07,10,5,93
2020-10-07,11,51,81
2020-10-07,11,21,41
2020-10-07,11,29,1813
2020-10-07,11,41,1946
2020-10-07,14,6,137
2020-10-07,14,13,610
2020-10-07,14,18,69
2020-10-07,14,23,1351
2020-10-07,14,29,570
2020-10-07,14,41,2595
2020-10-07,20,1,916
2020-10-07,20,48,2051
2020-10-07,20,31,823
2020-10-07,17,8,3495
2020-10-07,17,25,238
2020-10-07,18,4,547
2020-10-07,18,14,118
2020-10-07,18,23,364
2020-10-07,18,30,42
2020-10-07,18,29,458
2020-10-07,19,16,106
2020-10-07,19,28,5175
2020-10-07,19,42,20
2020-10-07,19,44,24
2020-10-07,21,6,293
2020-10-07,21,41,688
2020-10-07,22,25,1124
2020-10-07,22,31,69
2020-10-07,22,50,301
2020-10-07,23,2,78
2020-10-07,23,14,1037
2020-10-07,23,18,630
2020-10-07,24,33,101
2020-10-07,24,32,398
2020-10-07,24,34,87
2020-10-07,24,47,51
2020-10-07,24,49,95
2020-10-07,25,8,413
2020-10-07,25,17,208
2020-10-07,25,22,1111
2020-10-07,25,31,114
2020-10-07,25,43,98
2020-10-07,27,33,1518
2020-10-07,27,15,828
2020-10-07,27,24,41
2020-10-07,27,32,357
2020-10-07,27,36,26
2020-10-07,28,16,100
2020-10-07,28,19,3911
2020-10-07,28,40,82
2020-10-07,28,45,5649
2020-10-07,28,5,248
2020-10-07,30,2,814
2020-10-07,30,3,4084
2020-10-07,30,4,2071
2020-10-07,30,18,268
2020-10-07,29,11,2294
2020-10-07,29,14,489
2020-10-07,29,18,336
2020-10-07,29,41,302
2020-10-07,31,1,314
2020-10-07,31,20,854
2020-10-07,31,22,90
2020-10-07,31,25,132
2020-10-07,31,26,2592
2020-10-07,31,50,777
2020-10-07,32,24,370
2020-10-07,32,27,229
2020-10-07,32,36,313
2020-10-07,32,49,121
2020-10-07,34,9,294
2020-10-07,34,39,183
2020-10-07,34,24,132
2020-10-07,34,47,232
2020-10-07,35,38,19
2020-10-07,36,15,6818
2020-10-07,36,27,51
2020-10-07,36,32,225
2020-10-07,26,1,2933
2020-10-07,26,9,166
2020-10-07,26,31,3236
2020-10-07,26,42,29
2020-10-07,37,8,98
2020-10-07,37,10,100
2020-10-07,37,47,27
2020-10-07,37,49,95
2020-10-07,37,5,422
2020-10-07,40,9,113
2020-10-07,40,28,158
2020-10-07,40,42,31
2020-10-07,40,47,424
2020-10-07,40,5,170
2020-10-07,41,6,158
2020-10-07,41,11,1471
2020-10-07,41,14,2075
2020-10-07,41,21,684
2020-10-07,41,29,644
2020-10-07,42,9,108
2020-10-07,42,40,30
2020-10-07,42,47,22
2020-10-07,42,50,126
2020-10-07,43,8,3252
2020-10-07,43,12,1274
2020-10-07,43,25,26
2020-10-07,43,44,159
2020-10-07,44,12,101
2020-10-07,44,19,101
2020-10-07,44,43,83
2020-10-07,44,46,17
2020-10-07,44,50,244
2020-10-07,45,13,875
2020-10-07,45,16,404
2020-10-07,45,10,333
2020-10-07,45,28,7050
2020-10-07,45,5,349
2020-10-07,46,2,411
2020-10-07,46,3,1840
2020-10-07,46,7,24
2020-10-07,46,39,18
2020-10-07,46,12,1588
2020-10-07,46,16,86
2020-10-07,46,44,90
2020-10-07,46,50,18
2020-10-07,47,9,137
2020-10-07,47,24,58
2020-10-07,47,34,566
2020-10-07,47,37,27
2020-10-07,47,40,461
2020-10-07,47,42,36
2020-10-07,47,49,157
2020-10-07,47,5,34
2020-10-07,49,24,240
2020-10-07,49,32,39
2020-10-07,49,37,159
2020-10-07,49,47,183
2020-10-07,50,22,367
2020-10-07,50,31,1076
2020-10-07,50,42,198
2020-10-07,50,43,50
2020-10-07,50,44,460
2020-10-07,5,10,115
2020-10-07,5,28,340
2020-10-07,5,37,263
2020-10-07,5,40,208
2020-10-07,5,45,338
2020-10-07,5,47,62
2020-10-11,2,3,366
2020-10-11,2,13,606
2020-10-11,2,16,834
2020-10-11,2,23,115
2020-10-11,2,30,197
2020-10-11,2,46,394
2020-10-11,3,2,280
2020-10-11,3,7,16
2020-10-11,3,30,2359
2020-10-11,3,46,1061
2020-10-11,4,11,17
2020-10-11,4,18,3485
2020-10-11,4,23,18
2020-10-11,4,30,988
2020-10-11,4,29,51
2020-10-11,1,48,816
2020-10-11,1,9,1367
2020-10-11,1,20,168
2020-10-11,1,31,75
2020-10-11,1,26,829
2020-10-11,33,39,428
2020-10-11,33,24,159
2020-10-11,33,27,862
2020-10-11,6,13,69
2020-10-11,6,10,2138
2020-10-11,6,14,196
2020-10-11,6,21,444
2020-10-11,6,41,174
2020-10-11,7,3,20
2020-10-11,8,17,5666
2020-10-11,8,25,2212
2020-10-11,8,43,3141
2020-10-11,48,1,915
2020-10-11,48,9,471
2020-10-11,48,39,2228
2020-10-11,48,20,894
2020-10-11,48,27,18
2020-10-11,9,1,805
2020-10-11,9,48,42
2020-10-11,9,39,50
2020-10-11,9,34,247
2020-10-11,9,26,99
2020-10-11,9,40,278
2020-10-11,9,42,506
2020-10-11,9,47,152
2020-10-11,39,33,741
2020-10-11,39,48,938
2020-10-11,39,9,127
2020-10-11,39,24,29
2020-10-11,39,34,212
2020-10-11,12,43,999
2020-10-11,12,44,422
2020-10-11,12,46,629
2020-10-11,51,11,322
2020-10-11,13,2,1359
2020-10-11,13,6,180
2020-10-11,13,16,75
2020-10-11,13,14,334
2020-10-11,13,23,244
2020-10-11,13,45,458
2020-10-11,15,27,966
2020-10-11,15,36,3965
2020-10-11,16,2,461
2020-10-11,16,13,54
2020-10-11,16,19,104
2020-10-11,16,28,48
2020-10-11,16,44,170
2020-10-11,16,45,36
2020-10-11,16,46,158
2020-10-11,10,6,1176
2020-10-11,10,37,358
2020-10-11,10,41,16
2020-10-11,10,45,328
2020-10-11,10,5,204
2020-10-11,11,51,88
2020-10-11,11,14,21
2020-10-11,11,21,162
2020-10-11,11,29,2217
2020-10-11,11,41,1192
2020-10-11,14,6,173
2020-10-11,14,13,500
2020-10-11,14,11,16
2020-10-11,14,18,258
2020-10-11,14,21,19
2020-10-11,14,23,1056
2020-10-11,14,29,510
2020-10-11,14,41,1957
2020-10-11,20,1,396
2020-10-11,20,48,614
2020-10-11,20,31,866
2020-10-11,17,8,3430
2020-10-11,17,25,569
2020-10-11,18,4,547
2020-10-11,18,14,120
2020-10-11,18,23,429
2020-10-11,18,30,17
2020-10-11,18,29,873
2020-10-11,19,16,249
2020-10-11,19,28,2004
2020-10-11,19,42,53
2020-10-11,19,44,112
2020-10-11,19,50,20
2020-10-11,21,6,224
2020-10-11,21,41,646
2020-10-11,22,25,576
2020-10-11,22,31,230
2020-10-11,22,50,147
2020-10-11,23,2,340
2020-10-11,23,13,110
2020-10-11,23,14,965
2020-10-11,23,18,491
2020-10-11,24,33,159
2020-10-11,24,39,30
2020-10-11,24,15,23
2020-10-11,24,27,90
2020-10-11,24,32,149
2020-10-11,24,34,58
2020-10-11,24,47,45
2020-10-11,24,49,31
2020-10-11,25,8,482
2020-10-11,25,17,330
2020-10-11,25,22,1190
2020-10-11,25,31,137
2020-10-11,25,43,345
2020-10-11,25,50,33
2020-10-11,27,33,1421
2020-10-11,27,15,693
2020-10-11,27,24,25
2020-10-11,27,32,644
2020-10-11,27,36,37
2020-10-11,28,16,39
2020-10-11,28,19,3098
2020-10-11,28,40,1061
2020-10-11,28,45,2506
2020-10-11,28,5,517
2020-10-11,30,2,812
2020-10-11,30,3,3830
2020-10-11,30,4,1233
2020-10-11,30,18,102
2020-10-11,30,23,17
2020-10-11,29,11,2938
2020-10-11,29,14,244
2020-10-11,29,18,694
2020-10-11,29,41,140
2020-10-11,31,1,191
2020-10-11,31,20,315
2020-10-11,31,22,201
2020-10-11,31,25,155
2020-10-11,31,26,1240
2020-10-11,31,42,38
2020-10-11,31,50,653
2020-10-11,32,24,148
2020-10-11,32,27,377
2020-10-11,32,36,249
2020-10-11,32,49,54
2020-10-11,34,9,239
2020-10-11,34,39,143
2020-10-11,34,24,119
2020-10-11,34,47,69
2020-10-11,35,38,96
2020-10-11,36,15,4583
2020-10-11,36,27,30
2020-10-11,36,32,249
2020-10-11,26,1,2161
2020-10-11,26,9,64
2020-10-11,26,31,1182
2020-10-11,26,42,112
2020-10-11,37,8,39
2020-10-11,37,10,402
2020-10-11,37,47,126
2020-10-11,37,49,100
2020-10-11,37,5,467
2020-10-11,40,9,68
2020-10-11,40,19,43
2020-10-11,40,28,178
2020-10-11,40,42,29
2020-10-11,40,47,312
2020-10-11,40,5,94
2020-10-11,41,6,198
2020-10-11,41,11,3139
2020-10-11,41,14,1693
2020-10-11,41,21,3435
2020-10-11,41,29,501
2020-10-11,42,9,180
2020-10-11,42,31,26
2020-10-11,42,40,55
2020-10-11,42,50,160
2020-10-11,43,8,1612
2020-10-11,43,12,1245
2020-10-11,43,25,300
2020-10-11,43,44,656
2020-10-11,43,50,33
2020-10-11,44,12,329
2020-10-11,44,19,158
2020-10-11,44,43,194
2020-10-11,44,46,125
2020-10-11,44,50,227
2020-10-11,45,13,465
2020-10-11,45,16,62
2020-10-11,45,10,259
2020-10-11,45,28,2682
2020-10-11,45,5,743
2020-10-11,46,2,350
2020-10-11,46,3,2622
2020-10-11,46,12,3212
2020-10-11,46,16,251
2020-10-11,46,44,556
2020-10-11,47,9,77
2020-10-11,47,24,53
2020-10-11,47,34,32
2020-10-11,47,37,27
2020-10-11,47,40,319
2020-10-11,47,42,25
2020-10-11,47,49,100
2020-10-11,47,5,25
2020-10-11,49,24,144
2020-10-11,49,37,102
2020-10-11,49,47,161
2020-10-11,50,19,28
2020-10-11,50,22,1369
2020-10-11,50,25,37
2020-10-11,50,31,1098
2020-10-11,50,42,147
2020-10-11,50,43,57
2020-10-11,50,44,405
2020-10-11,5,10,167
2020-10-11,5,28,343
2020-10-11,5,37,163
2020-10-11,5,40,158
2020-10-11,5,45,558
2020-10-11,5,47,26
2020-10-14,2,3,455
2020-10-14,2,13,555
2020-10-14,2,16,1026
2020-10-14,2,23,59
2020-10-14,2,30,612
2020-10-14,2,46,456
2020-10-14,3,2,259
2020-10-14,3,30,3742
2020-10-14,3,46,1340
2020-10-14,4,18,666
2020-10-14,4,30,1451
2020-10-14,1,48,2208
2020-10-14,1,9,1246
2020-10-14,1,20,952
2020-10-14,1,31,151
2020-10-14,1,26,929
2020-10-14,33,39,215
2020-10-14,33,24,110
2020-10-14,33,27,941
2020-10-14,6,13,49
2020-10-14,6,10,1718
2020-10-14,6,14,112
2020-10-14,6,21,460
2020-10-14,6,41,31
2020-10-14,8,7,47
2020-10-14,8,39,41
2020-10-14,8,17,3562
2020-10-14,8,25,482
2020-10-14,8,43,1806
2020-10-14,48,1,3984
2020-10-14,48,9,216
2020-10-14,48,39,1235
2020-10-14,48,20,3256
2020-10-14,48,31,17
2020-10-14,9,1,2422
2020-10-14,9,48,171
2020-10-14,9,39,18
2020-10-14,9,34,273
2020-10-14,9,26,125
2020-10-14,9,40,139
2020-10-14,9,42,200
2020-10-14,9,47,110
2020-10-14,39,1,20
2020-10-14,39,33,264
2020-10-14,39,48,4815
2020-10-14,39,9,21
2020-10-14,39,34,240
2020-10-14,12,43,1207
2020-10-14,12,44,114
2020-10-14,12,46,851
2020-10-14,51,11,136
2020-10-14,13,2,672
2020-10-14,13,6,62
2020-10-14,13,16,149
2020-10-14,13,14,392
2020-10-14,13,45,568
2020-10-14,15,27,767
2020-10-14,15,36,4922
2020-10-14,16,2,881
2020-10-14,16,13,46
2020-10-14,16,19,54
2020-10-14,16,28,90
2020-10-14,16,45,202
2020-10-14,16,46,172
2020-10-14,10,6,1819
2020-10-14,10,45,263
2020-10-14,10,46,26
2020-10-14,10,5,89
2020-10-14,11,51,103
2020-10-14,11,29,1817
2020-10-14,11,41,1680
2020-10-14,14,6,73
2020-10-14,14,13,646
2020-10-14,14,18,159
2020-10-14,14,23,1138
2020-10-14,14,29,529
2020-10-14,14,41,2406
2020-10-14,20,1,854
2020-10-14,20,48,1884
2020-10-14,20,31,726
2020-10-14,17,8,3627
2020-10-14,17,25,236
2020-10-14,18,4,720
2020-10-14,18,14,108
2020-10-14,18,23,343
2020-10-14,18,30,18
2020-10-14,18,29,347
2020-10-14,19,16,35
2020-10-14,19,28,5590
2020-10-14,19,42,30
2020-10-14,19,44,54
2020-10-14,21,6,250
2020-10-14,21,41,604
2020-10-14,22,25,859
2020-10-14,22,31,95
2020-10-14,22,50,308
2020-10-14,23,2,53
2020-10-14,23,14,861
2020-10-14,23,18,535
2020-10-14,23,45,19
2020-10-14,24,33,95
2020-10-14,24,27,32
2020-10-14,24,32,533
2020-10-14,24,34,28
2020-10-14,24,47,42
2020-10-14,24,49,94
2020-10-14,25,8,293
2020-10-14,25,17,234
2020-10-14,25,22,1157
2020-10-14,25,31,89
2020-10-14,25,43,91
2020-10-14,27,33,1305
2020-10-14,27,15,893
2020-10-14,27,24,37
2020-10-14,27,32,346
2020-10-14,27,36,52
2020-10-14,28,16,90
2020-10-14,28,19,3972
2020-10-14,28,40,39
2020-10-14,28,45,5639
2020-10-14,28,5,258
2020-10-14,30,2,728
2020-10-14,30,3,4350
2020-10-14,30,4,2188
2020-10-14,30,18,370
2020-10-14,29,11,2186
2020-10-14,29,14,407
2020-10-14,29,18,299
2020-10-14,29,41,329
2020-10-14,31,1,219
2020-10-14,31,20,916
2020-10-14,31,22,91
2020-10-14,31,25,129
2020-10-14,31,26,2318
2020-10-14,31,50,810
2020-10-14,32,24,380
2020-10-14,32,27,376
2020-10-14,32,36,325
2020-10-14,32,49,95
2020-10-14,34,9,281
2020-10-14,34,39,117
2020-10-14,34,24,155
2020-10-14,34,47,168
2020-10-14,35,38,138
2020-10-14,36,15,6778
2020-10-14,36,32,160
2020-10-14,26,1,2624
2020-10-14,26,9,160
2020-10-14,26,31,3194
2020-10-14,37,8,34
2020-10-14,37,10,36
2020-10-14,37,49,118
2020-10-14,37,5,366
2020-10-14,38,35,17
2020-10-14,40,9,90
2020-10-14,40,28,205
2020-10-14,40,42,30
2020-10-14,40,47,429
2020-10-14,40,5,151
2020-10-14,41,6,203
2020-10-14,41,11,1478
2020-10-14,41,14,1867
2020-10-14,41,21,661
2020-10-14,41,23,18
2020-10-14,41,29,752
2020-10-14,42,9,60
2020-10-14,42,40,35
2020-10-14,42,47,26
2020-10-14,42,50,105
2020-10-14,43,8,3037
2020-10-14,43,12,1716
2020-10-14,43,17,19
2020-10-14,43,25,60
2020-10-14,43,44,199
