CUMUN,CPRO,NPRO,NMUN,AREA_GEO,ID_AREA_GEO,POB_AREA_GEO,COD_LITERAL_SCD,ID_GRUPO,POB_GRUPO,ID_COMPLETO_GRUPO,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701046,1241,,67MU,18905,3002701046 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701022,828,,67MU,18905,3002701022 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701056,950,,67MU,18905,3002701056 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701031,1075,,67MU,18905,3002701031 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701035,1578,,67MU,18905,3002701035 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701050,1181,,67MU,18905,3002701050 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701034,1265,,67MU,18905,3002701034 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701051,1255,,67MU,18905,3002701051 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701030,2653,,67MU,18905,3002701030 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701037,1456,,67MU,18905,3002701037 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701055,1328,,67MU,18905,3002701055 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701057,1150,,67MU,18905,3002701057 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701053,1218,,67MU,18905,3002701053 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701001,1414,,68MU,23477,3002701001 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701025,1292,,68MU,23477,3002701025 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701014,1023,,68MU,23477,3002701014 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701039,1427,,68MU,23477,3002701039 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701045,1635,,68MU,23477,3002701045 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701047,992,,68MU,23477,3002701047 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701036,1828,,68MU,23477,3002701036 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701040,1261,,68MU,23477,3002701040 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701018,952,,68MU,23477,3002701018 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701032,1825,,68MU,23477,3002701032 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701049,1210,,68MU,23477,3002701049 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701033,1809,,68MU,23477,3002701033 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701009,817,,68MU,23477,3002701009 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701026,1161,,68MU,23477,3002701026 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701044,680,,68MU,23477,3002701044 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701016,1016,,68MU,23477,3002701016 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701054,1989,,68MU,23477,3002701054 Molina de Segura,,
30027,30,Murcia,Molina de Segura,SECCIÓN,3002701052,1146,,68MU,23477,3002701052 Molina de Segura,,
31050,31,Navarra,Baztan,MUNICIPIO,31050,7777,,01NA,8345,31050Baztan,,
31239,31,Navarra,Urdazubi/Urdax,MUNICIPIO,31239,349,,01NA,8345,31239Urdazubi/Urdax,,
31264,31,Navarra,Zugarramurdi,MUNICIPIO,31264,219,,01NA,8345,31264Zugarramurdi,,
31203,31,Navarra,Petilla de Aragón,MUNICIPIO,31203,31,,01ZA,6687,31203Petilla de Aragón,,
31017,31,Navarra,Anue,MUNICIPIO,31017,482,,02NA,5662,31017Anue,,
31098,31,Navarra,Esteribar,MUNICIPIO,31098,2702,,02NA,5662,31098Esteribar,,
31101,31,Navarra,Ezcabarte,MUNICIPIO,31101,1805,,02NA,5662,31101Ezcabarte,,
31156,31,Navarra,Lizoáin-Arriasgoiti,MUNICIPIO,31156,295,,02NA,5662,31156Lizoáin-Arriasgoiti,,
31188,31,Navarra,Olaibar,MUNICIPIO,31188,378,,02NA,5662,31188Olaibar,,
31040,31,Navarra,Atez/Atetz,MUNICIPIO,31040,215,,03NA,6409,31040Atez/Atetz,,
31131,31,Navarra,Iza/Itza,MUNICIPIO,31131,1235,,03NA,6409,31131Iza/Itza,,
31136,31,Navarra,Juslapeña,MUNICIPIO,31136,563,,03NA,6409,31136Juslapeña,,
31140,31,Navarra,Lantz,MUNICIPIO,31140,148,,03NA,6409,31140Lantz,,
31186,31,Navarra,Odieta,MUNICIPIO,31186,362,,03NA,6409,31186Odieta,,
31236,31,Navarra,Ultzama,MUNICIPIO,31236,1653,,03NA,6409,31236Ultzama,,
31904,31,Navarra,Irurtzun,MUNICIPIO,31904,2233,,03NA,6409,31904Irurtzun,,
31193,31,Navarra,Cendea de Olza/Oltza Zendea,MUNICIPIO,31193,1831,,04NA,5888,31193Cendea de Olza/Oltza Zendea,,
31906,31,Navarra,Orkoien,MUNICIPIO,31906,4057,,04NA,5888,31906Orkoien,,
31076,31,Navarra,Cizur,MUNICIPIO,31076,3888,,05NA,6161,31076Cizur,,
31109,31,Navarra,Galar,MUNICIPIO,31109,2273,,05NA,6161,31109Galar,,
31039,31,Navarra,Artazu,MUNICIPIO,31039,116,,06NA,4100,31039Artazu,,
31052,31,Navarra,Belascoáin,MUNICIPIO,31052,122,,06NA,4100,31052Belascoáin,,
31083,31,Navarra,Echarri,MUNICIPIO,31083,75,,06NA,4100,31083Echarri,,
31085,31,Navarra,Etxauri,MUNICIPIO,31085,650,,06NA,4100,31085Etxauri,,
31206,31,Navarra,Puente la Reina/Gares,MUNICIPIO,31206,2840,,06NA,4100,31206Puente la Reina/Gares,,
31262,31,Navarra,Zabalza/Zabaltza,MUNICIPIO,31262,297,,06NA,4100,31262Zabalza/Zabaltza,,
31056,31,Navarra,Biurrun-Olcoz,MUNICIPIO,31056,214,,08NA,5511,31056Biurrun-Olcoz,,
31172,31,Navarra,Monreal/Elo,MUNICIPIO,31172,478,,08NA,5511,31172Monreal/Elo,,
31228,31,Navarra,Tiebas-Muruarte de Reta,MUNICIPIO,31228,606,,08NA,5511,31228Tiebas-Muruarte de Reta,,
31238,31,Navarra,Unzué/Untzue,MUNICIPIO,31238,144,,08NA,5511,31238Unzué/Untzue,,
31905,31,Navarra,Beriáin,MUNICIPIO,31905,4069,,08NA,5511,31905Beriáin,,
31007,31,Navarra,Adiós,MUNICIPIO,31007,155,,09NA,5805,31007Adiós,,
31018,31,Navarra,Añorbe,MUNICIPIO,31018,581,,09NA,5805,31018Añorbe,,
31089,31,Navarra,Enériz/Eneritz,MUNICIPIO,31089,286,,09NA,5805,31089Enériz/Eneritz,,
31142,31,Navarra,Larraga,MUNICIPIO,31142,2075,,09NA,5805,31142Larraga,,
31147,31,Navarra,Legarda,MUNICIPIO,31147,117,,09NA,5805,31147Legarda,,
31167,31,Navarra,Mendigorría,MUNICIPIO,31167,1086,,09NA,5805,31167Mendigorría,,
31180,31,Navarra,Muruzábal,MUNICIPIO,31180,233,,09NA,5805,31180Muruzábal,,
31183,31,Navarra,Obanos,MUNICIPIO,31183,935,,09NA,5805,31183Obanos,,
31234,31,Navarra,Ucar,MUNICIPIO,31234,184,,09NA,5805,31234Ucar,,
31246,31,Navarra,Uterga,MUNICIPIO,31246,153,,09NA,5805,31246Uterga,,
31010,31,Navarra,Altsasu/Alsasua,MUNICIPIO,31010,7443,,10NA,9280,31010Altsasu/Alsasua,,
31073,31,Navarra,Ziordia,MUNICIPIO,31073,348,,10NA,9280,31073Ziordia,,
31189,31,Navarra,Olazti/Olazagutía,MUNICIPIO,31189,1489,,10NA,9280,31189Olazti/Olazagutía,,
31027,31,Navarra,Arbizu,MUNICIPIO,31027,1104,,11NA,5377,31027Arbizu,,
31044,31,Navarra,Bakaiku,MUNICIPIO,31044,362,,11NA,5377,31044Bakaiku,,
31084,31,Navarra,Etxarri Aranatz,MUNICIPIO,31084,2483,,11NA,5377,31084Etxarri Aranatz,,
31091,31,Navarra,Ergoiena,MUNICIPIO,31091,372,,11NA,5377,31091Ergoiena,,
31130,31,Navarra,Iturmendi,MUNICIPIO,31130,403,,11NA,5377,31130Iturmendi,,
31240,31,Navarra,Urdiain,MUNICIPIO,31240,653,,11NA,5377,31240Urdiain,,
31025,31,Navarra,Arakil,MUNICIPIO,31025,933,,12NA,3878,31025Arakil,,
31037,31,Navarra,Arruazu,MUNICIPIO,31037,110,,12NA,3878,31037Arruazu,,
31118,31,Navarra,Goñi,MUNICIPIO,31118,158,,12NA,3878,31118Goñi,,
31123,31,Navarra,Uharte Arakil,MUNICIPIO,31123,805,,12NA,3878,31123Uharte Arakil,,
31127,31,Navarra,Irañeta,MUNICIPIO,31127,172,,12NA,3878,31127Irañeta,,
31138,31,Navarra,Lakuntza,MUNICIPIO,31138,1279,,12NA,3878,31138Lakuntza,,
31194,31,Navarra,Ollo,MUNICIPIO,31194,421,,12NA,3878,31194Ollo,,
31020,31,Navarra,Araitz,MUNICIPIO,31020,512,,13NA,4901,31020Araitz,,
31031,31,Navarra,Areso,MUNICIPIO,31031,279,,13NA,4901,31031Areso,,
31049,31,Navarra,Basaburua,MUNICIPIO,31049,834,,13NA,4901,31049Basaburua,,
31055,31,Navarra,Betelu,MUNICIPIO,31055,366,,13NA,4901,31055Betelu,,
31126,31,Navarra,Imotz,MUNICIPIO,31126,423,,13NA,4901,31126Imotz,,
31144,31,Navarra,Larraun,MUNICIPIO,31144,951,,13NA,4901,31144Larraun,,
31908,31,Navarra,Lekunberri,MUNICIPIO,31908,1536,,13NA,4901,31908Lekunberri,,
31054,31,Navarra,Bertizarana,MUNICIPIO,31054,612,,14NA,5431,31054Bertizarana,,
31081,31,Navarra,Donamaria,MUNICIPIO,31081,433,,14NA,5431,31081Donamaria,,
31087,31,Navarra,Elgorriaga,MUNICIPIO,31087,220,,14NA,5431,31087Elgorriaga,,
31090,31,Navarra,Eratsun,MUNICIPIO,31090,151,,14NA,5431,31090Eratsun,,
31102,31,Navarra,Ezkurra,MUNICIPIO,31102,146,,14NA,5431,31102Ezkurra,,
31129,31,Navarra,Ituren,MUNICIPIO,31129,511,,14NA,5431,31129Ituren,,
31137,31,Navarra,Beintza-Labaien,MUNICIPIO,31137,220,,14NA,5431,31137Beintza-Labaien,,
31187,31,Navarra,Oiz,MUNICIPIO,31187,129,,14NA,5431,31187Oiz,,
31213,31,Navarra,Saldías,MUNICIPIO,31213,122,,14NA,5431,31213Saldías,,
31221,31,Navarra,Doneztebe/Santesteban,MUNICIPIO,31221,1726,,14NA,5431,31221Doneztebe/Santesteban,,
31226,31,Navarra,Sunbilla,MUNICIPIO,31226,675,,14NA,5431,31226Sunbilla,,
31244,31,Navarra,Urroz,MUNICIPIO,31244,183,,14NA,5431,31244Urroz,,
31263,31,Navarra,Zubieta,MUNICIPIO,31263,303,,14NA,5431,31263Zubieta,,
31022,31,Navarra,Arantza,MUNICIPIO,31022,597,,15NA,4330,31022Arantza,,
31024,31,Navarra,Arano,MUNICIPIO,31024,116,,15NA,4330,31024Arano,,
31117,31,Navarra,Goizueta,MUNICIPIO,31117,704,,15NA,4330,31117Goizueta,,
31149,31,Navarra,Leitza,MUNICIPIO,31149,2913,,15NA,4330,31149Leitza,,
31082,31,Navarra,Etxalar,MUNICIPIO,31082,813,,16NA,7929,31082Etxalar,,
31153,31,Navarra,Lesaka,MUNICIPIO,31153,2741,,16NA,7929,31153Lesaka,,
31250,31,Navarra,Bera,MUNICIPIO,31250,3736,,16NA,7929,31250Bera,,
31259,31,Navarra,Igantzi,MUNICIPIO,31259,639,,16NA,7929,31259Igantzi,,
31003,31,Navarra,Abaurregaina/Abaurrea Alta,MUNICIPIO,31003,126,,17NA,4986,31003Abaurregaina/Abaurrea Alta,,
31004,31,Navarra,Abaurrepea/Abaurrea Baja,MUNICIPIO,31004,32,,17NA,4986,31004Abaurrepea/Abaurrea Baja,,
31028,31,Navarra,Arce/Artzi,MUNICIPIO,31028,262,,17NA,4986,31028Arce/Artzi,,
31033,31,Navarra,Aria,MUNICIPIO,31033,51,,17NA,4986,31033Aria,,
31034,31,Navarra,Aribe,MUNICIPIO,31034,33,,17NA,4986,31034Aribe,,
31058,31,Navarra,Auritz/Burguete,MUNICIPIO,31058,231,,17NA,4986,31058Auritz/Burguete,,
31092,31,Navarra,Erro,MUNICIPIO,31092,800,,17NA,4986,31092Erro,,
31093,31,Navarra,Ezcároz/Ezkaroze,MUNICIPIO,31093,306,,17NA,4986,31093Ezcároz/Ezkaroze,,
31095,31,Navarra,Esparza de Salazar/Espartza Zaraitzu,MUNICIPIO,31095,74,,17NA,4986,31095Esparza de Salazar/Espartza Zaraitzu,,
31112,31,Navarra,Garaioa,MUNICIPIO,31112,91,,17NA,4986,31112Garaioa,,
31113,31,Navarra,Garde,MUNICIPIO,31113,139,,17NA,4986,31113Garde,,
31115,31,Navarra,Garralda,MUNICIPIO,31115,190,,17NA,4986,31115Garralda,,
31119,31,Navarra,Güesa/Gorza,MUNICIPIO,31119,38,,17NA,4986,31119Güesa/Gorza,,
31128,31,Navarra,Isaba/Izaba,MUNICIPIO,31128,395,,17NA,4986,31128Isaba/Izaba,,
31133,31,Navarra,Izalzu/Itzaltzu,MUNICIPIO,31133,40,,17NA,4986,31133Izalzu/Itzaltzu,,
31134,31,Navarra,Jaurrieta,MUNICIPIO,31134,189,,17NA,4986,31134Jaurrieta,,
31185,31,Navarra,Ochagavía/Otsagabia,MUNICIPIO,31185,521,,17NA,4986,31185Ochagavía/Otsagabia,,
31195,31,Navarra,Orbaizeta,MUNICIPIO,31195,195,,17NA,4986,31195Orbaizeta,,
31196,31,Navarra,Orbara,MUNICIPIO,31196,33,,17NA,4986,31196Orbara,,
31198,31,Navarra,Oronz/Orontze,MUNICIPIO,31198,47,,17NA,4986,31198Oronz/Orontze,,
31199,31,Navarra,Oroz-Betelu/Orotz-Betelu,MUNICIPIO,31199,146,,17NA,4986,31199Oroz-Betelu/Orotz-Betelu,,
31210,31,Navarra,Roncal/Erronkari,MUNICIPIO,31210,211,,17NA,4986,31210Roncal/Erronkari,,
31211,31,Navarra,Orreaga/Roncesvalles,MUNICIPIO,31211,22,,17NA,4986,31211Orreaga/Roncesvalles,,
31222,31,Navarra,Sarriés/Sartze,MUNICIPIO,31222,58,,17NA,4986,31222Sarriés/Sartze,,
31245,31,Navarra,Urzainqui/Urzainki,MUNICIPIO,31245,84,,17NA,4986,31245Urzainqui/Urzainki,,
31247,31,Navarra,Uztárroz/Uztarroze,MUNICIPIO,31247,151,,17NA,4986,31247Uztárroz/Uztarroze,,
31248,31,Navarra,Luzaide/Valcarlos,MUNICIPIO,31248,329,,17NA,4986,31248Luzaide/Valcarlos,,
31252,31,Navarra,Vidángoz/Bidankoze,MUNICIPIO,31252,90,,17NA,4986,31252Vidángoz/Bidankoze,,
31256,31,Navarra,Hiriberri/Villanueva de Aezkoa,MUNICIPIO,31256,102,,17NA,4986,31256Hiriberri/Villanueva de Aezkoa,,
31019,31,Navarra,Aoiz/Agoitz,MUNICIPIO,31019,2695,,18NA,4835,31019Aoiz/Agoitz,,
31059,31,Navarra,Burgui/Burgi,MUNICIPIO,31059,207,,18NA,4835,31059Burgui/Burgi,,
31071,31,Navarra,Castillonuevo,MUNICIPIO,31071,16,,18NA,4835,31071Castillonuevo,,
31111,31,Navarra,Gallués/Galoze,MUNICIPIO,31111,93,,18NA,4835,31111Gallués/Galoze,,
31132,31,Navarra,Izagaondoa,MUNICIPIO,31132,176,,18NA,4835,31132Izagaondoa,,
31158,31,Navarra,Lónguida/Longida,MUNICIPIO,31158,298,,18NA,4835,31158Lónguida/Longida,,
31181,31,Navarra,Navascués/Nabaskoze,MUNICIPIO,31181,132,,18NA,4835,31181Navascués/Nabaskoze,,
31209,31,Navarra,Romanzado,MUNICIPIO,31209,175,,18NA,4835,31209Romanzado,,
31237,31,Navarra,Unciti,MUNICIPIO,31237,211,,18NA,4835,31237Unciti,,
31241,31,Navarra,Urraul Alto,MUNICIPIO,31241,133,,18NA,4835,31241Urraul Alto,,
31242,31,Navarra,Urraul Bajo,MUNICIPIO,31242,322,,18NA,4835,31242Urraul Bajo,,
31243,31,Navarra,Urroz-Villa,MUNICIPIO,31243,377,,18NA,4835,31243Urroz-Villa,,
31038,31,Navarra,Artajona,MUNICIPIO,31038,1675,,19NA,4701,31038Artajona,,
31045,31,Navarra,Barásoain,MUNICIPIO,31045,621,,19NA,4701,31045Barásoain,,
31094,31,Navarra,Eslava,MUNICIPIO,31094,111,,19NA,4701,31094Eslava,,
31103,31,Navarra,Ezprogui,MUNICIPIO,31103,43,,19NA,4701,31103Ezprogui,,
31114,31,Navarra,Garínoain,MUNICIPIO,31114,499,,19NA,4701,31114Garínoain,,
31124,31,Navarra,Ibargoiti,MUNICIPIO,31124,249,,19NA,4701,31124Ibargoiti,,
31146,31,Navarra,Leache/Leatxe,MUNICIPIO,31146,30,,19NA,4701,31146Leache/Leatxe,,
31150,31,Navarra,Leoz/Leotz,MUNICIPIO,31150,220,,19NA,4701,31150Leoz/Leotz,,
31151,31,Navarra,Lerga,MUNICIPIO,31151,55,,19NA,4701,31151Lerga,,
31192,31,Navarra,Olóriz/Oloritz,MUNICIPIO,31192,203,,19NA,4701,31192Olóriz/Oloritz,,
31197,31,Navarra,Orísoain,MUNICIPIO,31197,79,,19NA,4701,31197Orísoain,,
31207,31,Navarra,Pueyo,MUNICIPIO,31207,351,,19NA,4701,31207Pueyo,,
31212,31,Navarra,Sada,MUNICIPIO,31212,133,,19NA,4701,31212Sada,,
31217,31,Navarra,San Martín de Unx,MUNICIPIO,31217,392,,19NA,4701,31217San Martín de Unx,,
31229,31,Navarra,Tirapu,MUNICIPIO,31229,40,,19NA,4701,31229Tirapu,,
31009,31,Navarra,Aibar/Oibar,MUNICIPIO,31009,805,,20NA,7779,31009Aibar/Oibar,,
31135,31,Navarra,Javier,MUNICIPIO,31135,110,,20NA,7779,31135Javier,,
31155,31,Navarra,Liédena,MUNICIPIO,31155,292,,20NA,7779,31155Liédena,,
31159,31,Navarra,Lumbier,MUNICIPIO,31159,1318,,20NA,7779,31159Lumbier,,
31216,31,Navarra,Sangüesa/Zangoza,MUNICIPIO,31216,4962,,20NA,7779,31216Sangüesa/Zangoza,,
31261,31,Navarra,Yesa,MUNICIPIO,31261,292,,20NA,7779,31261Yesa,,
31051,31,Navarra,Beire,MUNICIPIO,31051,286,,21NA,5970,31051Beire,,
31069,31,Navarra,Cáseda,MUNICIPIO,31069,974,,21NA,5970,31069Cáseda,,
31110,31,Navarra,Gallipienzo/Galipentzu,MUNICIPIO,31110,98,,21NA,5970,31110Gallipienzo/Galipentzu,,
31191,31,Navarra,Olite/Erriberri,MUNICIPIO,31191,3946,,21NA,5970,31191Olite/Erriberri,,
31205,31,Navarra,Pitillas,MUNICIPIO,31205,484,,21NA,5970,31205Pitillas,,
31235,31,Navarra,Ujué,MUNICIPIO,31235,182,,21NA,5970,31235Ujué,,
31002,31,Navarra,Abárzuza/Abartzuza,MUNICIPIO,31002,538,,22NA,10741,31002Abárzuza/Abartzuza,,
31067,31,Navarra,Carcastillo,MUNICIPIO,31067,2495,,22NA,10741,31067Carcastillo,,
31074,31,Navarra,Cirauqui/Zirauki,MUNICIPIO,31074,487,,22NA,10741,31074Cirauqui/Zirauki,,
31075,31,Navarra,Ciriza/Ziritza,MUNICIPIO,31075,155,,22NA,10741,31075Ciriza/Ziritza,,
31120,31,Navarra,Guesálaz/Gesalatz,MUNICIPIO,31120,432,,22NA,10741,31120Guesálaz/Gesalatz,,
31121,31,Navarra,Guirguillano,MUNICIPIO,31121,78,,22NA,10741,31121Guirguillano,,
31154,31,Navarra,Lezáun,MUNICIPIO,31154,242,,22NA,10741,31154Lezáun,,
31161,31,Navarra,Mañeru,MUNICIPIO,31161,434,,22NA,10741,31161Mañeru,,
31164,31,Navarra,Mélida,MUNICIPIO,31164,733,,22NA,10741,31164Mélida,,
31178,31,Navarra,Murillo el Cuende,MUNICIPIO,31178,665,,22NA,10741,31178Murillo el Cuende,,
31179,31,Navarra,Murillo el Fruto,MUNICIPIO,31179,639,,22NA,10741,31179Murillo el Fruto,,
31214,31,Navarra,Salinas de Oro/Jaitz,MUNICIPIO,31214,109,,22NA,10741,31214Salinas de Oro/Jaitz,,
31220,31,Navarra,Santacara,MUNICIPIO,31220,874,,22NA,10741,31220Santacara,,
31253,31,Navarra,Bidaurreta,MUNICIPIO,31253,163,,22NA,10741,31253Bidaurreta,,
31257,31,Navarra,Villatuerta,MUNICIPIO,31257,1191,,22NA,10741,31257Villatuerta,,
31260,31,Navarra,Valle de Yerri/Deierri,MUNICIPIO,31260,1506,,22NA,10741,31260Valle de Yerri/Deierri,,
31001,31,Navarra,Abáigar,MUNICIPIO,31001,83,,23NA,5570,31001Abáigar,,
31011,31,Navarra,Allín/Allin,MUNICIPIO,31011,872,,23NA,5570,31011Allín/Allin,,
31013,31,Navarra,Améscoa Baja,MUNICIPIO,31013,724,,23NA,5570,31013Améscoa Baja,,
31021,31,Navarra,Aranarache/Aranaratxe,MUNICIPIO,31021,72,,23NA,5570,31021Aranarache/Aranaratxe,,
31041,31,Navarra,Ayegui/Aiegi,MUNICIPIO,31041,2366,,23NA,5570,31041Ayegui/Aiegi,,
31100,31,Navarra,Eulate,MUNICIPIO,31100,284,,23NA,5570,31100Eulate,,
31125,31,Navarra,Igúzquiza,MUNICIPIO,31125,325,,23NA,5570,31125Igúzquiza,,
31143,31,Navarra,Larraona,MUNICIPIO,31143,102,,23NA,5570,31143Larraona,,
31168,31,Navarra,Metauten,MUNICIPIO,31168,288,,23NA,5570,31168Metauten,,
31177,31,Navarra,Murieta,MUNICIPIO,31177,335,,23NA,5570,31177Murieta,,
31255,31,Navarra,Villamayor de Monjardín,MUNICIPIO,31255,119,,23NA,5570,31255Villamayor de Monjardín,,
31008,31,Navarra,Aguilar de Codés,MUNICIPIO,31008,67,,24NA,4092,31008Aguilar de Codés,,
31014,31,Navarra,Ancín/Antzin,MUNICIPIO,31014,337,,24NA,4092,31014Ancín/Antzin,,
31029,31,Navarra,"Arcos, Los",MUNICIPIO,31029,1134,,24NA,4092,"31029Arcos, Los",,
31035,31,Navarra,Armañanzas,MUNICIPIO,31035,53,,24NA,4092,31035Armañanzas,,
31043,31,Navarra,Azuelo,MUNICIPIO,31043,31,,24NA,4092,31043Azuelo,,
31047,31,Navarra,Bargota,MUNICIPIO,31047,257,,24NA,4092,31047Bargota,,
31061,31,Navarra,"Busto, El",MUNICIPIO,31061,56,,24NA,4092,"31061Busto, El",,
31063,31,Navarra,Cabredo,MUNICIPIO,31063,91,,24NA,4092,31063Cabredo,,
31079,31,Navarra,Desojo,MUNICIPIO,31079,79,,24NA,4092,31079Desojo,,
31096,31,Navarra,Espronceda,MUNICIPIO,31096,104,,24NA,4092,31096Espronceda,,
31099,31,Navarra,Etayo,MUNICIPIO,31099,58,,24NA,4092,31099Etayo,,
31116,31,Navarra,Genevilla,MUNICIPIO,31116,70,,24NA,4092,31116Genevilla,,
31139,31,Navarra,Lana,MUNICIPIO,31139,169,,24NA,4092,31139Lana,,
31141,31,Navarra,Lapoblación,MUNICIPIO,31141,120,,24NA,4092,31141Lapoblación,,
31145,31,Navarra,Lazagurría,MUNICIPIO,31145,189,,24NA,4092,31145Lazagurría,,
31148,31,Navarra,Legaria,MUNICIPIO,31148,111,,24NA,4092,31148Legaria,,
31162,31,Navarra,Marañón,MUNICIPIO,31162,52,,24NA,4092,31162Marañón,,
31166,31,Navarra,Mendaza,MUNICIPIO,31166,287,,24NA,4092,31166Mendaza,,
31170,31,Navarra,Mirafuentes,MUNICIPIO,31170,57,,24NA,4092,31170Mirafuentes,,
31175,31,Navarra,Mues,MUNICIPIO,31175,75,,24NA,4092,31175Mues,,
31182,31,Navarra,Nazar,MUNICIPIO,31182,34,,24NA,4092,31182Nazar,,
31184,31,Navarra,Oco,MUNICIPIO,31184,77,,24NA,4092,31184Oco,,
31190,31,Navarra,Olejua,MUNICIPIO,31190,50,,24NA,4092,31190Olejua,,
31204,31,Navarra,Piedramillera,MUNICIPIO,31204,37,,24NA,4092,31204Piedramillera,,
31219,31,Navarra,Sansol,MUNICIPIO,31219,102,,24NA,4092,31219Sansol,,
31225,31,Navarra,Sorlada,MUNICIPIO,31225,57,,24NA,4092,31225Sorlada,,
31230,31,Navarra,Torralba del Río,MUNICIPIO,31230,103,,24NA,4092,31230Torralba del Río,,
31231,31,Navarra,Torres del Río,MUNICIPIO,31231,126,,24NA,4092,31231Torres del Río,,
31265,31,Navarra,Zúñiga,MUNICIPIO,31265,109,,24NA,4092,31265Zúñiga,,
31026,31,Navarra,Aras,MUNICIPIO,31026,153,,25NA,4362,31026Aras,,
31251,31,Navarra,Viana,MUNICIPIO,31251,4209,,25NA,4362,31251Viana,,
31005,31,Navarra,Aberin,MUNICIPIO,31005,359,,26NA,4373,31005Aberin,,
31012,31,Navarra,Allo,MUNICIPIO,31012,968,,26NA,4373,31012Allo,,
31030,31,Navarra,Arellano,MUNICIPIO,31030,157,,26NA,4373,31030Arellano,,
31036,31,Navarra,Arróniz,MUNICIPIO,31036,1051,,26NA,4373,31036Arróniz,,
31046,31,Navarra,Barbarin,MUNICIPIO,31046,55,,26NA,4373,31046Barbarin,,
31080,31,Navarra,Dicastillo,MUNICIPIO,31080,604,,26NA,4373,31080Dicastillo,,
31160,31,Navarra,Luquin,MUNICIPIO,31160,132,,26NA,4373,31160Luquin,,
31174,31,Navarra,Morentin,MUNICIPIO,31174,129,,26NA,4373,31174Morentin,,
31200,31,Navarra,Oteiza,MUNICIPIO,31200,918,,26NA,4373,31200Oteiza,,
31165,31,Navarra,Mendavia,MUNICIPIO,31165,3547,,27NA,4711,31165Mendavia,,
31224,31,Navarra,Sesma,MUNICIPIO,31224,1164,,27NA,4711,31224Sesma,,
31157,31,Navarra,Lodosa,MUNICIPIO,31157,4816,,28NA,6131,31157Lodosa,,
31223,31,Navarra,Sartaguda,MUNICIPIO,31223,1315,,28NA,6131,31223Sartaguda,,
31015,31,Navarra,Andosilla,MUNICIPIO,31015,2743,,29NA,5537,31015Andosilla,,
31066,31,Navarra,Cárcar,MUNICIPIO,31066,1069,,29NA,5537,31066Cárcar,,
31152,31,Navarra,Lerín,MUNICIPIO,31152,1725,,29NA,5537,31152Lerín,,
31053,31,Navarra,Berbinzana,MUNICIPIO,31053,655,,30NA,3809,31053Berbinzana,,
31104,31,Navarra,Falces,MUNICIPIO,31104,2315,,30NA,3809,31104Falces,,
31171,31,Navarra,Miranda de Arga,MUNICIPIO,31171,839,,30NA,3809,31171Miranda de Arga,,
31065,31,Navarra,Caparroso,MUNICIPIO,31065,2766,,31NA,5624,31065Caparroso,,
31163,31,Navarra,Marcilla,MUNICIPIO,31163,2858,,31NA,5624,31163Marcilla,,
31042,31,Navarra,Azagra,MUNICIPIO,31042,3843,,32NA,6283,31042Azagra,,
31107,31,Navarra,Funes,MUNICIPIO,31107,2440,,32NA,6283,31107Funes,,
31169,31,Navarra,Milagro,MUNICIPIO,31169,3416,,33NA,6263,31169Milagro,,
